form	lemma	POS	morph
		
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
འི་	གི་	PART
ལྟུང་བཤགས་	ལྟུང་བཤགས་	OTHER
བཞུགས་	བཞུགས་	VERB
སོ་	སོ་	PART
། །		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
རྟག་པ་	རྟག་པ་	VERB
ར་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
ལ་	ལ་	ADP
སྐྱབས་	སྐྱབས་	NOUN
སུ་	སུ་	ADP
མཆིའོ་		NON_WORD
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ལ་	ལ་	ADP
སྐྱབས་	སྐྱབས་	NOUN
༴		PUNCT
ཆོ་	ཆོ་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
དགེ་འདུན་	དགེ་འདུན་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
དགྲ་བཅོམ་པ་	དགྲ་བཅོམ་པ་	NOUN
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
དཔལ་	དཔལ་	OTHER
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ཤཱཀྱ་	ཤཱཀྱ་	PROPN
ཐུབ་པ་	ཐུབ་པ་	VERB
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སྙིང་པོ་	སྙིང་པོ་	NOUN
རབ་ཏུ་	རབ་ཏུ་	NO_POS
འཇོམས་པ་	འཇོམས་པ་	VERB
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
འོད་འཕྲོ་	འོད་འཕྲོ་	NO_POS
ལ་	ལ་	ADP
༴		PUNCT
ཀླུ་དབང་	ཀླུ་དབང་	OTHER
གི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
དཔའ་བོ་	དཔའ་བོ་	NOUN
འི་	གི་	PART
སྡེ་	སྡེ་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
དཔལ་	དཔལ་	OTHER
དགྱེས་	དགྱེས་	NO_POS
ལ་	ལ་	ADP
༴		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
མེ་	མེ་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
ཟླ་འོད་	ཟླ་འོད་	PROPN
ལ་	ལ་	ADP
༴		PUNCT
མཐོང་བ་	མཐོང་བ་	VERB
དོན་ཡོད་	དོན་ཡོད་	ADJ
ལ་	ལ་	ADP
༴		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
ཟླ་བ་	ཟླ་བ་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
དྲི་མ་	དྲི་མ་	NOUN
མེད་པ་	མེད་པ་	VERB
ལ་	ལ་	ADP
༴		PUNCT
དཔལ་	དཔལ་	OTHER
བྱིན་	བྱིན་	VERB
ལ་	ལ་	ADP
༴		PUNCT
ཚངས་པ་	ཚངས་པ་	PROPN
ལ་	ལ་	ADP
༴		PUNCT
ཚངས་པ་	ཚངས་པ་	PROPN
ས་	གིས་	PART
བྱིན་	བྱིན་	VERB
ལ་	ལ་	ADP
༴		PUNCT
ཆུ་ལྷ་	ཆུ་ལྷ་	NO_POS
ལ་	ལ་	ADP
༴		PUNCT
ཆུ་ལྷ་	ཆུ་ལྷ་	NO_POS
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
དཔལ་	དཔལ་	OTHER
བཟང་	བཟང་	VERB
ལ་	ལ་	ADP
༴		PUNCT
ཙནྡན་	ཙནྡན་	NOUN
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
༴		PUNCT
གཟི་བརྗིད་	གཟི་བརྗིད་	NOUN
མཐའ་	མཐའ་	NOUN
ཡས་ལ་	ཡས་ལ་	NO_POS
༴		PUNCT
འོད་	འོད་	NOUN
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
༴		PUNCT
མྱ་ངན་མེད་པ་	མྱ་ངན་མེད་པ་	PROPN
འི་	གི་	PART
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
༴		PUNCT
སྲེད་	སྲེད་	NOUN
མེད་	མེད་	VERB
ཀྱི་	གི་	PART
བུ་	བུ་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
མེ་ཏོག་	མེ་ཏོག་	NOUN
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
༴		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ཚངས་པ་	ཚངས་པ་	PROPN
འི་	གི་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རོལ་པ་	རོལ་པ་	VERB
མངོན་པ་	མངོན་པ་	OTHER
མཁྱེན་པ་	མཁྱེན་པ་	VERB
ལ་	ལ་	ADP
༴		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རོལ་པ་	རོལ་པ་	VERB
མངོན་པ་	མངོན་པ་	OTHER
མཁྱེན་པ་	མཁྱེན་པ་	VERB
ལ་	ལ་	ADP
༴		PUNCT
ནོར་	ནོར་	NOUN
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
༴		PUNCT
དྲན་པ་	དྲན་པ་	VERB
འི་	གི་	PART
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
༴		PUNCT
མཚན་	མཚན་	NOUN
དཔལ་	དཔལ་	OTHER
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
ཡོངས་གྲགས་	ཡོངས་གྲགས་	ADJ
ལ་	ལ་	ADP
༴		PUNCT
དབང་པོ་	དབང་པོ་	NOUN
འི་	གི་	PART
ཏོག་	ཏོག་	NOUN
གི་	གི་	PART
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
གྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
གནོན་པ་	གནོན་པ་	VERB
འི་	གི་	PART
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
༴		PUNCT
གཡུལ་ལས་	གཡུལ་ལས་	OTHER
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ལ་	ལ་	ADP
༴		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
གནོན་པ་	གནོན་པ་	VERB
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
༴		PUNCT
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
སྣང་བ་	སྣང་བ་	VERB
བཀོད་པ་	བཀོད་པ་	VERB
འི་	གི་	PART
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
༴		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
པདྨ་	པདྨ་	NOUN
ས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
གནོན་པ་	གནོན་པ་	VERB
ལ་	ལ་	ADP
༴		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
དགྲ་བཅོམ་པ་	དགྲ་བཅོམ་པ་	NOUN
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
དང་	དང་	NO_POS
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
གདན་	གདན་	NOUN
ལ་	ལ་	ADP
རབ་ཏུ་	རབ་ཏུ་	NO_POS
བཞུགས་པ་	བཞུགས་པ་	VERB
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རི་དབང་	རི་དབང་	NO_POS
གི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
ལ་སོགས་	ལ་སོགས་	NO_POS
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་	བཅུ་	NUM
འི་	གི་	PART
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
གྱི་	གི་	PART
ཁམས་	ཁམས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ན་	ན་	ADP
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
དགྲ་བཅོམ་པ་	དགྲ་བཅོམ་པ་	NOUN
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
གང་	གང་	NO_POS
ཇི་སྙེད་	ཇི་སྙེད་	OTHER
ཅིག་	ཅིག་	PART
བཞུགས་	བཞུགས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
འཚོ་	འཚོ་	VERB
ཞིང་	ཞིང་	SCONJ
གཞེས་པ་	གཞེས་པ་	NO_POS
འི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
དེ་དག་	དེ་དག་	OTHER
ཐམས་ཅད་	ཐམས་ཅད་	DET
བདག་	བདག་	PRON
ལ་	ལ་	ADP
དགོངས་	དགོངས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
།		PUNCT
བདག་	བདག་	PRON
གི་	གི་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འདི་	འདི་	DET
དང་	དང་	NO_POS
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ཐོག་མ་	ཐོག་མ་	NOUN
དང་	དང་	NO_POS
མཐའ་མ་	མཐའ་མ་	NOUN
མ་	མ་	PART
མཆིས་པ་	མཆིས་པ་	VERB
ན་	ནས་	PART
འཁོར་བ་	འཁོར་བ་	NOUN
ན་	ན་	ADP
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
